Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,female_maturity_days,male_maturity_days,gestation_incubation_days,weaning_days,litter_clutch_size,litters_clutches_per_year,inter_repro_interval_days,birth_wt_g,weaning_wt_g,adult_wt_g,growth_rate_1_over_days,max_longevity_years,Source,data_quality,body_mass_g,temperature_K
Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,bennetti,Dwarf cassowary,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,NA,26,575,acceptable,NA,NA
Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,unappendiculatus,Northern cassowary,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,NA,22,575,acceptable,NA,NA
Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,Emu,NA,NA,NA,NA,NA,NA,NA,NA,NA,38925,NA,16.6,1,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,cristatella,Crested auklet,1095,1095,34,NA,1,1,NA,NA,NA,289,0.197,10.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pusilla,Least auklet,1095,1095,30,NA,1,1,NA,NA,NA,96,0.221,8.1,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pygmaea,Whiskered auklet,NA,1095,NA,NA,1,NA,NA,NA,NA,120,NA,15,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,torda,Razorbill,1460,1460,36,NA,1,1,NA,63.8,NA,726,0.285,42,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,marmoratus,Marbled murrelet,730,730,NA,NA,NA,NA,NA,NA,NA,222,NA,10,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Pigeon guillemot,1095,1095,31,NA,2,NA,NA,43.7,NA,483.8,0.156,15.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle,Black guillemot,1095,1095,25,NA,2,1,NA,33,NA,427.5,NA,29.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca,monocerata,Rhinoceros auklet,1095,1095,45,NA,1,1,NA,54.5,NA,544.1,0.098,28.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,arctica,Atlantic puffin,1460,1460,42,NA,1,1,NA,39.7,NA,490.5,0.145,40.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Ptychoramphus,aleuticus,Cassin's auklet,730,730,NA,NA,NA,NA,NA,NA,NA,184,NA,16.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,hypoleucus,Xantus' murrelet,730,730,34,NA,2,1,NA,24.8,NA,167,NA,15,1,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,aalge,Common murre,1825,1825,31,NA,1,1,NA,NA,NA,992,0.201,42.8,450,acceptable,956,NA
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,lomvia,Thick-billed murre,1862,2081,33,NA,1,1,NA,70.4,NA,964,0.212,29,427,acceptable,989,NA
Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,oedicnemus,Eurasian thick-knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,0.081,17.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,alexandrinus,Snowy plover,310,331,24,NA,3,NA,NA,6,NA,37,NA,19,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,dubius,Little ringed plover,730,730,NA,NA,NA,NA,NA,NA,NA,38.7,0.138,13,450,acceptable,36,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,Common ringed plover,365,365,NA,NA,NA,NA,NA,NA,NA,64,0.177,20.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,melodus,Piping plover,365,365,28,NA,4,1,NA,6.75,NA,49,0.152,14,576,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,montanus,Mountain plover,365,365,NA,NA,6,NA,NA,NA,NA,100,NA,10,445,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,morinellus,Eurasian dotterel,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.5,NA,11.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,Semipalmated plover,912,912,24,NA,4,1,NA,6.52,NA,52,NA,9.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vociferus,Killdeer,365,365,24,NA,4,NA,NA,9.85,NA,88,NA,10.9,576,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,European golden-plover and greater golden-plover,730,730,NA,NA,NA,NA,NA,NA,NA,214,0.12,12.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,Pacific golden-plover,365,365,NA,NA,NA,NA,NA,NA,NA,135,NA,21.3,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,Black-bellied plover,730,730,27,NA,4,1,NA,21.4,NA,224,NA,25.6,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,armatus,Blacksmith lapwing,NA,NA,29,NA,NA,NA,NA,NA,NA,156,NA,18.6,986,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,spinosus,Spur-winged lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,17,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,Northern lapwing,730,730,24,NA,4,NA,NA,NA,NA,218.5,0.114,24.5,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani,Black oystercatcher,1825,1825,26,NA,2,1,NA,34,NA,670,NA,16,445,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus,Eurasian oystercatcher,1095,1095,NA,NA,NA,NA,NA,NA,NA,480,0.119,43.3,450,acceptable,449,NA
Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,American oystercatcher,1095,1095,27,NA,2,1,NA,37.3,NA,565,NA,17,1,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,minutus,Black noddy,730,730,34,NA,1,1,NA,16.8,NA,110.4,0.192,27.1,818,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,stolidus,Noddy tern,1095,1460,35,NA,1,1,NA,24.8,NA,178,0.145,26.2,818,acceptable,138.7,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,730,730,21,NA,3,NA,NA,7.25,NA,60,0.374,21,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,genei,Slender-billed gull,730,730,NA,NA,NA,NA,NA,NA,NA,281,NA,31.7,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Black-headed gull,730,730,22,NA,3,NA,NA,NA,NA,306,0.248,32.9,856,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Gull-billed tern,1825,1825,22,NA,3,1,NA,21.4,NA,221,NA,16,1,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,alba,Fairy tern,1764,1764,36,NA,1,NA,NA,13,NA,98.1,0.094,35.9,977,acceptable,98.1,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus,Little gull,730,730,21,NA,3,NA,NA,NA,NA,119,0.273,20.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Caspian tern,1095,1095,21,NA,2,1,NA,48.5,NA,644,0.194,30,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii,Audouin's gull,1095,1095,NA,NA,NA,NA,NA,NA,NA,535,0.18,20.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,Mediterranean gull,1095,1095,NA,NA,NA,NA,NA,NA,NA,256,NA,22.1,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,inca,Inca tern,NA,NA,28,NA,NA,NA,NA,NA,NA,219,NA,26,986,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Herring gull,1825,1460,26,NA,3,1,NA,67.5,NA,1094,0.155,49,,acceptable,1000,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,cachinnans,Caspian gull,1460,1460,NA,NA,NA,NA,NA,NA,NA,1117.2,NA,31.9,729,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,California gull,1095,1095,25,NA,3,1,NA,50,NA,691,0.16,30,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Mew gull,1095,730,23,NA,3,1,NA,40,NA,430.6,0.191,33.7,450,acceptable,431,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Ring-billed gull,730,730,21,NA,3,1,NA,36.3,NA,518.5,NA,31.8,1,acceptable,439,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,fuscus,Lesser black-backed gull,1460,1460,NA,NA,NA,NA,NA,NA,NA,766.2,0.128,34.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucescens,Glaucous-winged gull,NA,NA,27,NA,3,NA,NA,70.65,NA,908,0.134,32,1,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucoides,Iceland gull,1460,1460,25,NA,2.39,1,NA,NA,NA,945.5,NA,33,445,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,Heermann's gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,24,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,hyperboreus,Glaucous gull,1460,1460,27,NA,3,1,NA,72.6,NA,1210,NA,21.1,972,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Great black-backed gull,1825,1825,27,NA,3,NA,NA,85,NA,1658.5,0.13,29.2,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,michahellis,Yellow-legged gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Western gull,1825,1460,27,NA,3,1,NA,67.5,NA,931.5,0.136,33.9,427,acceptable,761,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,pacificus,Pacific gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313.5,NA,14.5,575,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,atricilla,Laughing gull,NA,NA,24,NA,3,NA,NA,30.1,NA,275.6,NA,22,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,anaethetus,Bridled tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.3,NA,17.9,972,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,fuscatus,Sooty tern,1460,1460,28,NA,1,1,NA,23.4,NA,148,0.11,35.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,lunatus,Gray-backed tern,1825,1825,NA,NA,1,NA,NA,18.5,NA,131.7,0.151,25.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Pagophila,eburnea,Ivory gull,730,730,25,NA,2,1,NA,NA,NA,550,NA,23.9,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Procelsterna,cerulea,Blue-gray noddy,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,15,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,brevirostris,Red-legged kittiwake,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,NA,27,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,Black-legged kittiwake,1460,1460,27,NA,2,1,NA,36,NA,317,0.184,28.5,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,niger,Black skimmer,730,730,23,NA,4,1,NA,NA,NA,315,0.228,20.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,dougallii,Roseate tern,1095,1095,23,NA,2,1,NA,14.8,NA,112,0.266,25.7,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri,Forster's tern,730,730,23,NA,3,1,NA,13.78,NA,158,0.201,15.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundo,Common tern,1095,1095,24,NA,2.5,1,NA,1.25,NA,120,0.252,33,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,paradisaea,Arctic tern,1095,1095,21,NA,2,1,NA,13.1,NA,100,0.27,34,576,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,albifrons,Little tern,730,730,21,NA,2,NA,NA,NA,NA,31,0.182,23.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,antillarum,Least tern,1095,1095,21,NA,2,NA,NA,7,NA,40,0.307,24.1,577,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,elegans,Elegant tern,1095,1095,26,NA,1,1,NA,26.4,NA,251,NA,20.9,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus,Royal tern,1095,1095,28,NA,2,1,NA,56,NA,373,NA,28.6,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,sandvicensis,Sandwich tern,1095,1095,22,NA,1,1,NA,28,NA,250,NA,30.8,,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,Black-winged stilt,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0.175,10.2,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,Black-necked (Hawaiian) stilt,365,365,25,NA,4,1,NA,13.6,NA,186,NA,19.1,,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta,Pied avocet,730,730,NA,NA,NA,NA,NA,NA,NA,304,0.192,27.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,hypoleucos,Common sandpiper,365,365,NA,NA,NA,NA,NA,NA,NA,48,NA,14.5,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Spotted sandpiper,365,365,20,NA,4,1,NA,6.04,NA,34,NA,12,576,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,Ruddy turnstone,730,730,22,NA,4,1,NA,11.42,NA,136,0.114,22.3,553,acceptable,90,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,longicauda,Upland sandpiper,NA,NA,22,NA,4,1,NA,18,NA,141,NA,8.9,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,Sanderling,730,730,27,NA,4,1.5,NA,7.3,NA,50,NA,18.6,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alpina,Dunlin,730,730,21,NA,4,1,NA,9,NA,52.5,NA,28.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,canutus,Red knot,1095,1095,22,NA,4,1,NA,NA,NA,135,NA,27.3,553,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea,Curlew sandpiper,1095,1095,NA,NA,NA,NA,NA,NA,NA,58.1,NA,19.7,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,himantopus,Stilt sandpiper,730,730,NA,NA,NA,NA,NA,NA,NA,57.3,NA,11.1,577,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,maritima,Purple sandpiper,1095,1095,22,NA,4,1,NA,9.1,NA,65.2,NA,20.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,mauri,Western sandpiper,730,730,21,NA,4,1,NA,5,NA,26.19,NA,9.2,576,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minuta,Little stint,730,730,NA,NA,NA,NA,NA,NA,NA,21.1,NA,14.7,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Least sandpiper,365,365,20,NA,4,1,NA,4.06,NA,26,NA,16,577,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Semipalmated sandpiper,365,365,20,NA,4,1,NA,4.4,NA,27,NA,19.3,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,temminckii,Temminck's stint,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,12.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Wilson's snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,9.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,gallinago,Common snipe,365,365,19,NA,4,NA,NA,11,NA,131.6,NA,18.2,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limicola,falcinellus,Broad-billed sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,NA,6.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Short-billed dowitcher,365,365,21,NA,4,1,NA,11.8,NA,105,NA,13.3,577,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus,Long-billed dowitcher,NA,NA,20,NA,4,1,NA,NA,NA,130,NA,13.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,fedoa,Marbled godwit,1095,1095,24,NA,4,1,NA,37,NA,336,NA,13.7,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,lapponica,Bar-tailed godwit,730,730,21,NA,4,1,NA,28,NA,322,NA,34,553,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,limosa,Black-tailed godwit,730,730,NA,NA,NA,NA,NA,NA,NA,294,0.132,23.6,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,minimus,Jack snipe,365,365,NA,NA,NA,NA,NA,NA,NA,50.2,NA,12.3,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,arquata,Eurasian curlew,730,730,NA,NA,NA,NA,NA,NA,NA,728,0.13,31.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,Whimbrel,730,730,22,NA,4,1,NA,35,NA,365.7,NA,24.2,553,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,tahitiensis,Bristle-thighed curlew,1065,1065,NA,NA,4,1,NA,37.6,NA,408.6,NA,23.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,lobatus,Red-necked phalarope,365,365,NA,NA,NA,NA,NA,NA,NA,33.8,NA,12.9,553,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Wilson's phalarope,NA,NA,23,NA,4,NA,NA,NA,NA,57,NA,10,579,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Philomachus,pugnax,Ruff,730,730,NA,NA,NA,NA,NA,NA,NA,136,0.134,13.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,minor,American woodcock,300,300,20,NA,4,1,NA,12.2,NA,197.5,NA,20.9,427,acceptable,156.7,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,rusticola,Eurasian woodcock,365,365,NA,NA,NA,NA,NA,NA,NA,308.3,NA,15.5,450,acceptable,430,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,erythropus,Spotted redshank,365,365,NA,NA,NA,NA,NA,NA,NA,158,NA,8.6,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,glareola,Wood sandpiper,365,365,NA,NA,NA,NA,NA,NA,NA,62.5,NA,11.6,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,nebularia,Common greenshank,365,365,NA,NA,NA,NA,NA,NA,NA,187,NA,24.4,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,ochropus,Green sandpiper,365,365,NA,NA,NA,NA,NA,NA,NA,90,NA,11.5,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Willet,730,730,22,NA,4,1,NA,28,NA,270,NA,12.6,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,stagnatilis,Marsh sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5,NA,7.1,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,totanus,Common redshank,365,365,NA,NA,NA,NA,NA,NA,NA,149,0.103,26.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Xenus,cinereus,Terek sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8,NA,16,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,antarcticus,Brown skua,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687,NA,28.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,longicaudus,Long-tailed jaeger,NA,NA,23,NA,2,NA,NA,NA,NA,298,0.331,14,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,maccormicki,South polar skua,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349,NA,23.5,427,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,parasiticus,Parasidic jaeger,1200,1200,26,NA,2,NA,NA,28.5,NA,445.5,NA,31.1,450,acceptable,NA,NA
Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,skua,Great skua,2190,2190,NA,NA,NA,NA,NA,NA,NA,1340,0.156,34.5,450,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Anastomus,oscitans,Asian openbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,abdimii,Abdim's stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398,NA,21.6,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,boyciana,Oriental white stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,4850.5,NA,48.1,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,ciconia,European white stork,1460,1460,33,NA,4,NA,NA,NA,NA,3350,0.17,39,450,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,episcopus,Woolly-necked stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,2061,NA,30.2,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,maguari,Maguari stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,0.164,20.4,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,nigra,Black stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,2926,NA,31.3,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,asiaticus,Black-necked stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,4100,NA,34,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,senegalensis,Saddle-billed stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,6162.5,NA,30.2,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Jabiru,mycteria,Jabiru,NA,NA,NA,NA,NA,NA,NA,NA,NA,5470,NA,27.4,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumeniferus,Marabou,1460,1460,30,NA,2,NA,NA,NA,NA,8000,0.073,44.7,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,dubius,Greater adjutant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,javanicus,Lesser adjutant,NA,NA,NA,NA,NA,NA,NA,NA,NA,5710,NA,31.1,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Wood stork,1460,1460,30,NA,3,1,NA,62,NA,2500,0.125,27,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,ibis,Yellow-billed stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166.5,NA,19.1,668,acceptable,NA,NA
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,leucocephala,Painted stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,NA,28.6,668,acceptable,NA,NA
Animalia,Chordata,Aves,Coliiformes,Coliidae,Colius,striatus,Speckled mousebird,NA,NA,14,NA,NA,NA,NA,NA,NA,51,NA,11.5,986,acceptable,NA,NA
Animalia,Chordata,Aves,Columbiformes,Columbidae,Caloenas,nicobarica,Nicobar pigeon,NA,NA,17,NA,1,NA,NA,NA,NA,519,NA,20.5,986,acceptable,NA,NA
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,livia,Rock dove,140,140,18,NA,2,3,NA,15.2,NA,358.7,0.28,35,1,high,NA,NA
